section_id,indexed_text
Oracle Fusion Cloud Financials|7 Subledger Accounting|Refers to a transaction distribution which replaces the reversed distribution with the correct value.,2000
Oracle Fusion Cloud Financials|7 Subledger Accounting|Refers to a transaction distribution which replaces the reversed distribution with the correct value.,Replacement (of line 1)
Oracle Fusion Cloud Financials|7 Subledger Accounting|Refers to a transaction distribution which replaces the reversed distribution with the correct value.,Transaction Total
Oracle Fusion Cloud Financials|7 Subledger Accounting|Refers to a transaction distribution which replaces the reversed distribution with the correct value.,2000
Oracle Fusion Cloud Financials|7 Subledger Accounting|Refers to a transaction distribution which replaces the reversed distribution with the correct value.,"Note that the original accounting impact of the reversed distributions is undone, even if the subledger journal setups or accounting configurations have changed since the original subledger journal entry was generated."
Oracle Fusion Cloud Financials|7 Subledger Accounting|Refers to a transaction distribution which replaces the reversed distribution with the correct value.,Related Topics
Oracle Fusion Cloud Financials|7 Subledger Accounting|Refers to a transaction distribution which replaces the reversed distribution with the correct value.,How You Manage Subledger Journal Adjustments
Oracle Fusion Cloud Financials|7 Subledger Accounting|Refers to a transaction distribution which replaces the reversed distribution with the correct value.,Correct Accounting Hub Transaction Data for Invalid Entries
Oracle Fusion Cloud Financials|7 Subledger Accounting|Refers to a transaction distribution which replaces the reversed distribution with the correct value.,You can correct errors on uploaded transaction data using the Review Journal Entries page:
Oracle Fusion Cloud Financials|7 Subledger Accounting|Refers to a transaction distribution which replaces the reversed distribution with the correct value.,Search for subledger journal entries with an invalid status.
Oracle Fusion Cloud Financials|7 Subledger Accounting|Refers to a transaction distribution which replaces the reversed distribution with the correct value.,View the transaction.
Oracle Fusion Cloud Financials|7 Subledger Accounting|Refers to a transaction distribution which replaces the reversed distribution with the correct value.,Correct the transaction attributes as required.
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,- Application Name - Event Type - Ledger Name - Transaction Date - Transaction Number - Line Number
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Save the update.
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Resubmit the Create Accounting process.
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Related Topics
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Upload Transaction Data for Accounting Hub
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Subledger Balances
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Adjust Supporting Reference Initial Balances
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Supporting References provides you the flexibility to store and report on additional information about a subledger journal at the journal line level.
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,You can choose to use supporting references with balances to record subledger balances for a source using a combination of supporting references plus the chart of account combination.
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,"The Import Supporting Reference Initial Balances spreadsheet lets you upload the initial balances for Supporting References. The initial balance is the starting balance for a supporting reference in the context of an application, ledger, and account combination."
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,"Note: When using the Manage Configuration Packages task to export or import setup data, initial balances that have been imported into one environment aren't going to be migrated into another. You must import balances separately into each environment you maintain."
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Access the task from the Setup and Maintenance work area.
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Initialize Supporting Reference Balances when no balances exist
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,"Let's say you already maintain a balance for certain dimensions in the legacy system which aren't available in Oracle Fusion and want to bring in those balances when migrating to Oracle Fusion Cloud ERP. Let's assume supporting reference balances are to be initialized against the supporting references - Account Number, Customer Category, Line Type, Country Code, State Code as follows:"
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Ledger Subledger Period Account Combination
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Currency Balance (Debit)
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Balance (Credit)
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Account Number
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Customer Category
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Line Type Country Code
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,State Code
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Vision Operations
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Payables
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Jun-20
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,01-120-2210-0000-000
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,USD
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,12654
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,76768
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Gold
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Goods
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,US
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,NY
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Vision Operations
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Payables
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Jun-20
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,01-120-2210-0000-000
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,USD
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,2030
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,76576
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Silver
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Services
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,US
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,CA
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,"You must navigate to the Adjust Supporting Reference Balances task and download the spreadsheet template. Use the Adjust Supporting Reference Balances ADFdi spreadsheet to initialize supporting reference balances for the supporting references - Account Number, Customer Category, Line Type, Country Code, State Code. The journal entry that gets created in the background doesn't have supporting reference information for both sides thats, the supporting reference is NULL for the offsetting entry. In this example journal entries get created as follows:"
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Period Account Combination
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Entered (Debit)
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Entered (Credit)
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Currency Accounted (Debit)
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Accounted (Credit)
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,ANALYTICAL_ BALANCE_ FLAG
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,SR1 SR2 SR3 SR4 SR5
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,6/20/2021
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,01-120-2210-0000-000
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,12654
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,EUR
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,15050
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,P
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,76768
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Gold
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Goods
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,US
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,NY
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,6/20/2021
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,01-120-2210-0000-000
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,12654
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,EUR
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,15050
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,6/20/2021
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,01-110-2240-0000-000
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,2030
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,USD
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,2030
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,P
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,76456
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Silver
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Services
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,US
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,CA
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,6/20/2021
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,01-110-2240-0000-000
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,2030
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,USD
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,2030
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,"The journal entries created for initializing the supporting reference balances are created in Final status but not transferred to GL, if all validations are successful. If you don't want balances to be maintained in the entered currency ( XLA_ENABLE_ENTERED_CURR_BAL_SUPP_REF is disabled), the supporting reference balances table is updated as follows on initialization:"
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,LEDGER_ ID
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,APPL_ID PERIOD CCID PERIOD_ BALANCE_ DR
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,PERIOD_ BALANCE_ CR
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,SR1 SR2 SR3 SR4 SR5
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,1
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,200
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,6/20/2021
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,01-120-2210-0000-000
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,15050
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,76768
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Gold
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Goods
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,US
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,NY
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,1
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,200
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,6/20/2021
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,01-110-2240-0000-000
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,2030
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,76456
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Silver
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Services
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,US
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,CA
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,"If you maintain balances in the entered currency (XLA_ENABLE_ENTERED_CURR_BAL_SUPP_REF is enabled), the supporting reference balances table is updated as follows on initialization:"
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,LEDGER_ ID
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,APPL_ ID
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,PERIOD CCID PERIOD_ BALANCE_ DR
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,PERIOD_ BALANCE_ CR
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,PERIOD_ ENTERED_ BALANCE_ DR
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,PERIOD_ ENTERED_ BALANCE_ CR
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,ENTERED_ CURRENCY_ CODE
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,SR1 SR2 SR3 SR4 SR5
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,1
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,200
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,6/20/2021
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,01-120-2210-0000-000
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,15050
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,12654
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,EUR
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,12654
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Gold
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Goods
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,US
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,NY
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,1
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,200
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,6/20/2021
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,01-110-2240-0000-000
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,2030
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,2030
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,USD
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,76456
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Silver
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Services
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,US
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,CA
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Adjust Supporting Reference Balances when balances exist
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Let's say supporting reference balances already exist and you just want to adjust the balances. Assuming supporting reference balances are existing for the following account and supporting reference combination in the XLA_AC_BALANCES table and you want to do an upward adjustment of 200.00 USD.
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,LEDGER_ ID
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,APPL_ID PERIOD CCID PERIOD_ BALANCE_ DR
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,PERIOD_ BALANCE_ CR
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,SR1 SR2 SR3 SR4 SR5
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,1
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,200
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,6/20/2021
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,01-120-1210-0000-000
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,12354
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,76768
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Bronze
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Goods
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,US
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,NY
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Navigate to the Adjust Supporting Reference Balances task and downloads the spreadsheet template. Use the Adjust Supporting Reference Balances ADFdi spreadsheet to update supporting reference balances.
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,"Manual journal entry is created in the background having supporting reference information for one of the lines which is used to adjust balances, supporting reference is NULL for the offsetting entry. In this example journal entries get created as follows:"
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Period Account Combination
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Entered (Debit)
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Entered (Credit)
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Currency Accounted (Debit)
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Accounted (Credit)
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,ANALYTICAL_ BALANCE_ FLAG
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,SR1 SR2 SR3 SR4 SR5
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,6/20/2021
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,01-120-1210-0000-000
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,200
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,USD
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,200
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,P
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,76768
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Bronze
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Goods
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,US
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,NY
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,6/20/2021
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,01-120-1210-0000-000
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,200
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,USD
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,200
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,"The journal entries created for adjusting the supporting reference balances are created in Final status but not transferred to GL, if all validations are successful. If you don't want balances to be maintained in the entered currency (XLA_ENABLE_ENTERED_CURR_BAL_SUPP_REF is disabled), the supporting reference balances table is updated as follows on initialization:"
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,LEDGER_ ID
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,APPL_ID PERIOD CCID PERIOD_ BALANCE_ DR
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,PERIOD_ BALANCE_ CR
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,SR1 SR2 SR3 SR4 SR5
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,1
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,200
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,6/20/2021
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,01-120-1210-0000-000
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,12554
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,76768
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Bronze
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Goods
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,US
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,NY
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Correct Supporting Reference Balances
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Let's say the supporting reference balances have been entered for an incorrect supporting reference combination. You would want to correct the balance so that it is represented against the correct supporting reference combination.
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Assuming supporting reference balances exist for the following account and supporting reference combination in the XLA_AC_BALANCES table:
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,LEDGER_ID APPL_ID PERIOD CCID PERIOD_BALANCE_DR PERIOD_BALANCE_CR SR1 SR3 SR4
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,1 200 Jun-21 01-120-1240-0000-000 16200 76768 Goods US
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,It was observed that the supporting reference combination used above is incorrect since the value for the supporting reference SR2 was not entered while entering or initializing the balances.
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Navigate to the Adjust Supporting Reference Balances task and download the spreadsheet template. Use the Adjust Supporting Reference Balances ADFdi spreadsheet to update supporting reference balances as follows:
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,LEDGER_ID APPL_ID PERIOD CCID ENTERED_BALANCE_DR ENTERED_BALANCE_CR SR1 S
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,1 200 Jun-21 01-120-1240-0000-000 16200 76768
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,1 200 Jun-21 01-120-1240-0000-000 16200 76768 S
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,"In this case, two manual journal entries are created in the background with supporting reference information for one of the lines, which is used to update the balances. The supporting reference is NULL for the offset entry."
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Period Account Combination
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Entered (Debit)
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Entered (Credit)
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Currency Accounted (Debit)
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Accounted (Credit)
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,ANALYTICAL_BALANCE_ FLAG
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,SR1 S
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Jun-21 01-120-1240-0000-000 16200 USD 16200 P 76768
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Jun-21 01-120-1240-0000-000 16200 USD 16200
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Jun-21 01-120-1240-0000-000 16200 USD 16200 P 76768 S
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Jun-21 01-120-1240-0000-000 16200 USD 16200
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,"The journal entries created for adjusting the supporting reference balances are created in Final status but not transferred to GL if all validations succeed. If you don't want balances maintained in the entered currency (XLA_ENABLE_ENTERED_CURR_BAL_SUPP_REF is disabled), the supporting reference balances table is updated as follows on initialization:"
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,LEDGER_ID APPL_ID PERIOD CCID PERIOD_BALANCE_DR PERIOD_BALANCE_CR SR1 S
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,1 200 Jun-21 01-120-1240-0000-000 16200 16200 76768
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,1 200 Jun-21 01-120-1240-0000-000 16200 76768 S
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Related Topics
Oracle Fusion Cloud Financials|7 Subledger Accounting|The following predefined attributes cannot be updated.,Update Subledger Accounting Balances Process
