page_num,section_id,indexed_text,header_footer_text,image_text,hyperlink_text,table_text
204,How You Create a Manual Subledger Journal Entry|Completing Subledger Journal Adjustments,The application enables the user to create manual subledger journal entries online.,Header for Page 204 | Footer for Page 204,,,
204,How You Create a Manual Subledger Journal Entry,Creating a Manual Subledger Journal Entry,Header for Page 204 | Footer for Page 204,,,
204,How You Create a Manual Subledger Journal Entry|Creating a Manual Subledger Journal Entry,This includes the ability to:,Header for Page 204 | Footer for Page 204,,,
204,How You Create a Manual Subledger Journal Entry|Creating a Manual Subledger Journal Entry,Enter the complete information required for a manual subledger journal entry.,Header for Page 204 | Footer for Page 204,,,
204,How You Create a Manual Subledger Journal Entry|Creating a Manual Subledger Journal Entry,Enter subledger journal entry descriptions.,Header for Page 204 | Footer for Page 204,,,
204,How You Create a Manual Subledger Journal Entry|Creating a Manual Subledger Journal Entry,Select a supporting reference and supply the supporting reference value to a subledger journal entry line.,Header for Page 204 | Footer for Page 204,,,
204,How You Create a Manual Subledger Journal Entry|Creating a Manual Subledger Journal Entry,Assign a descriptive flexfield to a subledger journal entry header or subledger journal entry line.,Header for Page 204 | Footer for Page 204,,,
204,How You Create a Manual Subledger Journal Entry|Creating a Manual Subledger Journal Entry,Populate default values for an entered currency for a created subledger journal entry line.,Header for Page 204 | Footer for Page 204,,,
204,How You Create a Manual Subledger Journal Entry|Creating a Manual Subledger Journal Entry,"Enter default conversion type, date, and rate information to establish a default currency for the journal that's different than its associated ledger currency.",Header for Page 204 | Footer for Page 204,,,
204,How You Create a Manual Subledger Journal Entry|Creating a Manual Subledger Journal Entry,View projected balances of entered and accounted journal line amounts.,Header for Page 204 | Footer for Page 204,,,
204,How You Create a Manual Subledger Journal Entry|Creating a Manual Subledger Journal Entry,Complete and post subledger journal entries.,Header for Page 204 | Footer for Page 204,,,
204,How You Create a Manual Subledger Journal Entry|Creating a Manual Subledger Journal Entry,"Note: The ability to post subledger journals to the General Ledger is dependent on your security profile. If you don't have the post to GL (GL_POST_JOURNAL_PRIV) privilege, creating a manual subledger journal entry with a Final completion status includes the transfer to General Ledger.",Header for Page 204 | Footer for Page 204,,,
204,How You Create a Manual Subledger Journal Entry|Creating a Manual Subledger Journal Entry,Related Topics,Header for Page 204 | Footer for Page 204,,,
204,How You Create a Manual Subledger Journal Entry|Creating a Manual Subledger Journal Entry,Projected Balances,Header for Page 204 | Footer for Page 204,,,
204,How You Create a Manual Subledger Journal Entry|Creating a Manual Subledger Journal Entry,Post Subledger Transactions to the General Ledger,Header for Page 204 | Footer for Page 204,,,
204,How You Create a Manual Subledger Journal Entry|Creating a Manual Subledger Journal Entry,196,Header for Page 204 | Footer for Page 204,,,
205,,Oracle Fusion Cloud Financials Implementing Accounting Hub,Header for Page 205 | Footer for Page 205,,,
205,,Chapter 7 Subledger Accounting,Header for Page 205 | Footer for Page 205,,,
205,,Exception-Based Approvals for Manual Subledger Entries,Header for Page 205 | Footer for Page 205,,,
205,Exception-Based Approvals for Manual Subledger Entries,Use the approvals workflow for manual subledger entries to enhance governance of subledger accounting activities.,Header for Page 205 | Footer for Page 205,,,
205,Exception-Based Approvals for Manual Subledger Entries,"With a simplified rule configuration, you can enable approvals for specific subledgers, journal sources, and ledgers based on configurable business attributes. Customizable approval rules ensure each manual subledger entry complies with governance policies.",Header for Page 205 | Footer for Page 205,,,
205,Exception-Based Approvals for Manual Subledger Entries,Here's why this is useful:,Header for Page 205 | Footer for Page 205,,,
205,Exception-Based Approvals for Manual Subledger Entries,Custom Workflow : Define business rules and notifications using spreadsheets to create a workflow tailored to your organizations needs and risk tolerance.,Header for Page 205 | Footer for Page 205,,,
205,Exception-Based Approvals for Manual Subledger Entries,Early Issue Detection : Identify and address exceptions early in the subledger accounting process to ensure transaction accuracy before they reach the General Ledger.,Header for Page 205 | Footer for Page 205,,,
205,Exception-Based Approvals for Manual Subledger Entries,Eliminate Workarounds : Avoid makeshift solutions by integrating approvals directly into subledger accounting.,Header for Page 205 | Footer for Page 205,,,
205,Exception-Based Approvals for Manual Subledger Entries,Maintain Transaction Validity : Ensure transactions remain valid within Subledger Accounting to maintain accurate subledger balances.,Header for Page 205 | Footer for Page 205,,,
205,Exception-Based Approvals for Manual Subledger Entries,"Granular Control : Apply detailed governance on subledger attributes, such as supporting references, which General Ledger approvals dont cover early in the process.",Header for Page 205 | Footer for Page 205,,,
205,Exception-Based Approvals for Manual Subledger Entries,Steps to Enable,Header for Page 205 | Footer for Page 205,,,
205,Exception-Based Approvals for Manual Subledger Entries|Steps to Enable,Enable the feature,Header for Page 205 | Footer for Page 205,,,
205,Exception-Based Approvals for Manual Subledger Entries|Steps to Enable,"1. Navigate to Setup and Maintenance work area. 2. Search and select the Specify Ledger Options page for the applicable ledger. 3. Under the Journal Processing section, select Enable journal and manual subledger entry approval option. 4. Save and Close. 5. Search and select the Manage Journal Sources page. 6. Select the Require Manual Subledger Entry Approval option for the journal sources for which you want to enable approvals. 7. Save and Close.",Header for Page 205 | Footer for Page 205,,,
205,Exception-Based Approvals for Manual Subledger Entries|Steps to Enable,Upload approval rules,Header for Page 205 | Footer for Page 205,,,
205,Exception-Based Approvals for Manual Subledger Entries|Steps to Enable,1. Navigate to Setup and Maintenance work area. 2. Search for Manage Workflow Rules in Spreadsheet page. 3. Download the Manual Subledger Entry Approval template. 4. Create the applicable approval rules. 5. Generate the zip file and upload the spreadsheet back into the Manage Workflow Rules in Spreadsheet page. 6. Select Done.,Header for Page 205 | Footer for Page 205,,,
205,Exception-Based Approvals for Manual Subledger Entries|Steps to Enable,Enable ledger and journal source for approvals,Header for Page 205 | Footer for Page 205,,,
205,Exception-Based Approvals for Manual Subledger Entries|Steps to Enable,"1. Search and select the Specify Ledger Options page for the applicable ledger. 2. Under the Journal Processing section, select Enable journal and manual subledger entry approval option. 3. Save and Close. 4. Search and select the Manage Journal Sources page.",Header for Page 205 | Footer for Page 205,,,
205,Exception-Based Approvals for Manual Subledger Entries|Steps to Enable,197,Header for Page 205 | Footer for Page 205,,,
206,,Oracle Fusion Cloud Financials Implementing Accounting Hub,Header for Page 206 | Footer for Page 206,,,
206,,Chapter 7 Subledger Accounting,Header for Page 206 | Footer for Page 206,,,
206,,5. Select the Require Manual Subledger Entry Approval option for the journal sources for which you want to enable approvals. 6. Save and Close.,Header for Page 206 | Footer for Page 206,,,
206,,Things to Keep in Mind:,Header for Page 206 | Footer for Page 206,,,
206,,"You can only enable approvals for either Subledger or General Ledger journals for a specific source, not both.",Header for Page 206 | Footer for Page 206,,,
206,,Uploading a new rule file will replace all existing approval rules.,Header for Page 206 | Footer for Page 206,,,
206,,Use the Approvals tab in the Subledger Entry view to see details of entries awaiting approval.,Header for Page 206 | Footer for Page 206,,,
206,,Worklist notifications and email alerts keep users updated on approval tasks. You can set these up in the Simplified Rule Configuration (SRC) Spreadsheet.,Header for Page 206 | Footer for Page 206,,,
206,,This workflow applies only to manual entries created from the Subledger Journal pages.,Header for Page 206 | Footer for Page 206,,,
206,,Required Permissions,Header for Page 206 | Footer for Page 206,,,
206,Required Permissions,Name: Manage Journal Sources,Header for Page 206 | Footer for Page 206,,,
206,Required Permissions,Code: GL_MANAGE_JOURNAL_SOURCES_PRIV,Header for Page 206 | Footer for Page 206,,,
206,Required Permissions,Description: Grants the ability to define journal sources.,Header for Page 206 | Footer for Page 206,,,
206,Required Permissions,Name: Specify Ledger Option,Header for Page 206 | Footer for Page 206,,,
206,Required Permissions,Code: GL_SET_UP_LEDGER_OPTION_PRIV,Header for Page 206 | Footer for Page 206,,,
206,Required Permissions,Description : Grants the ability to define and manage additional ledger attributes.,Header for Page 206 | Footer for Page 206,,,
206,,Guidelines for Validating a Third-Party Control Account,Header for Page 206 | Footer for Page 206,,,
206,Guidelines for Validating a Third-Party Control Account|Required Permissions,"If third-party control accounts are enabled, and the account entered is a third-party control account, you must enter third-party information in the journal entry.",Header for Page 206 | Footer for Page 206,,,
206,Guidelines for Validating a Third-Party Control Account,Example,Header for Page 206 | Footer for Page 206,,,
206,Guidelines for Validating a Third-Party Control Account|Example,If an account is defined as a Supplier type third-party control account the subledger journal entry lines that use that account must include supplier information.,Header for Page 206 | Footer for Page 206,,,
206,Guidelines for Validating a Third-Party Control Account|Example,"When a valid third-party control account is assigned to a journal line, you're required to provide third-party information, such as name and site.",Header for Page 206 | Footer for Page 206,,,
206,Guidelines for Validating a Third-Party Control Account|Example,Submit the Third-Party Balances Report to display subledger balances and account activity information for suppliers and customers.,Header for Page 206 | Footer for Page 206,,,
206,Guidelines for Validating a Third-Party Control Account|Example,The Customer or Supplier subledger third-party balances are updated when the journal is completed to a Final status.,Header for Page 206 | Footer for Page 206,,,
206,,How Foreign Currency Journals are Balanced,Header for Page 206 | Footer for Page 206,,,
206,How Foreign Currency Journals are Balanced|Example,"Whenever you enter a foreign currency journal on the Create Subledger Journal Entry page or spreadsheet, the system automatically calculates any currency exchange gain or loss and records it as a balancing line.",Header for Page 206 | Footer for Page 206,,,
206,How Foreign Currency Journals are Balanced|Example,198,Header for Page 206 | Footer for Page 206,,,
207,,Oracle Fusion Cloud Financials Implementing Accounting Hub,Header for Page 207 | Footer for Page 207,,,"Line | Account | Accounting Class | Currency | Entered Debit | Entered Credit | Accounted Debit (USD)
1 | 01-000-1140-0000-000 | Accrual | SGD | 130 |  | 265.85
2 | 01-000-1150-0000-000 | Accrual | SGD |  | 50.00 | 
3 | 01-000-1160-0000-000 | Accrual | SGD |  | 40.00 | 
4 | 01-000-1170-0000-000 | Accrual | SGD |  | 10.00 | 
5 | 01-000-1130-0000-000 | Accrual | SGD |  | 30.00 | 
Total |  |  |  |  |  | 265.85
---
Line | Account | Accounting Class | Currency | Entered Debit | Entered Credit | Accounted Debit (USD)
1 | 01-000-1140-0000-000 | Accrual | SGD | 130 |  | 265.85
2 | 01-000-1150-0000-000 | Accrual | SGD |  | 50.00 | 
3 | 01-000-1160-0000-000 | Accrual | SGD |  | 40.00 | 
4 | 01-000-1170-0000-000 | Accrual | SGD |  | 10.00 | 
5 | 01-000-1130-0000-000 | Accrual | SGD |  | 30.00 | "
207,,Chapter 7 Subledger Accounting,Header for Page 207 | Footer for Page 207,,,
207,,"This ensures that the journal entry is always balanced, and that any exchange gains or losses are tracked and reported accurately. The system takes into account current exchange rates when calculating the gain or loss.",Header for Page 207 | Footer for Page 207,,,
207,,"When suspense is not enabled, currency gain or loss balances are automatically rounded to a user-defined rounding account. You can transfer currency exchange gain or loss balances to another account using a manual journal entry.",Header for Page 207 | Footer for Page 207,,,
207,,"When suspense is enabled, the system will still record currency gains or losses against the suspense account.",Header for Page 207 | Footer for Page 207,,,
207,,Some advantages:,Header for Page 207 | Footer for Page 207,,,
207,,Supports manual journal entries with currency exchange gains and losses.,Header for Page 207 | Footer for Page 207,,,
207,,Automatically record currency gains and losses when entering foreign currency journals.,Header for Page 207 | Footer for Page 207,,,
207,,Note: Define a rounding account for the ledger to record exchange gains and losses automatically.,Header for Page 207 | Footer for Page 207,,,
207,,"Consider a manual foreign currency journal, as shown below. The exchange rate for entered currency Singapore Dollar to the ledger currency US Dollar is 2.045 on line 1 and 2.05 on the remaining lines. The journal is balanced in entered amounts but is out of balance in accounted amounts due to currency exchange gain or loss.",Header for Page 207 | Footer for Page 207,,,
207,"Consider a manual foreign currency journal, as shown below. The exchange rate for entered currency Singapore Dollar to the ledger currency US Dollar is 2.045 on line 1 and 2.05 on the remaining lines. The journal is balanced in entered amounts but is out of balance in accounted amounts due to currency exchange gain or loss.",Line Account Accounting Class Currency Entered Debit Entered Credit Accounted Debit (USD) Acco,Header for Page 207 | Footer for Page 207,,,
207,"Consider a manual foreign currency journal, as shown below. The exchange rate for entered currency Singapore Dollar to the ledger currency US Dollar is 2.045 on line 1 and 2.05 on the remaining lines. The journal is balanced in entered amounts but is out of balance in accounted amounts due to currency exchange gain or loss.",(USD,Header for Page 207 | Footer for Page 207,,,
207,"Consider a manual foreign currency journal, as shown below. The exchange rate for entered currency Singapore Dollar to the ledger currency US Dollar is 2.045 on line 1 and 2.05 on the remaining lines. The journal is balanced in entered amounts but is out of balance in accounted amounts due to currency exchange gain or loss.",1 01-000-1140-0000-000 Accrual SGD 130 265.85,Header for Page 207 | Footer for Page 207,,,
207,"Consider a manual foreign currency journal, as shown below. The exchange rate for entered currency Singapore Dollar to the ledger currency US Dollar is 2.045 on line 1 and 2.05 on the remaining lines. The journal is balanced in entered amounts but is out of balance in accounted amounts due to currency exchange gain or loss.",2 01-000-1150-0000-000 Accrual SGD 50.00 102.5,Header for Page 207 | Footer for Page 207,,,
207,"Consider a manual foreign currency journal, as shown below. The exchange rate for entered currency Singapore Dollar to the ledger currency US Dollar is 2.045 on line 1 and 2.05 on the remaining lines. The journal is balanced in entered amounts but is out of balance in accounted amounts due to currency exchange gain or loss.",3 01-000-1160-0000-000 Accrual SGD 40.00 82.0,Header for Page 207 | Footer for Page 207,,,
207,"Consider a manual foreign currency journal, as shown below. The exchange rate for entered currency Singapore Dollar to the ledger currency US Dollar is 2.045 on line 1 and 2.05 on the remaining lines. The journal is balanced in entered amounts but is out of balance in accounted amounts due to currency exchange gain or loss.",4 01-000-1170-0000-000 Accrual SGD 10.00 20.50,Header for Page 207 | Footer for Page 207,,,
207,"Consider a manual foreign currency journal, as shown below. The exchange rate for entered currency Singapore Dollar to the ledger currency US Dollar is 2.045 on line 1 and 2.05 on the remaining lines. The journal is balanced in entered amounts but is out of balance in accounted amounts due to currency exchange gain or loss.",5 01-000-1130-0000-000 Accrual SGD 30.00 61.50,Header for Page 207 | Footer for Page 207,,,
207,"Consider a manual foreign currency journal, as shown below. The exchange rate for entered currency Singapore Dollar to the ledger currency US Dollar is 2.045 on line 1 and 2.05 on the remaining lines. The journal is balanced in entered amounts but is out of balance in accounted amounts due to currency exchange gain or loss.",Total 265.85 266.,Header for Page 207 | Footer for Page 207,,,
207,,"When the journal is saved in final status, the system automatically calculates the currency exchange gain or loss and records it as a balancing line in the user-defined rounding account.",Header for Page 207 | Footer for Page 207,,,
207,"When the journal is saved in final status, the system automatically calculates the currency exchange gain or loss and records it as a balancing line in the user-defined rounding account.",Line Account Accounting Class Currency Entered Debit Entered Credit Accounted Debit (USD) Accou,Header for Page 207 | Footer for Page 207,,,
207,"When the journal is saved in final status, the system automatically calculates the currency exchange gain or loss and records it as a balancing line in the user-defined rounding account.",(USD),Header for Page 207 | Footer for Page 207,,,
207,"When the journal is saved in final status, the system automatically calculates the currency exchange gain or loss and records it as a balancing line in the user-defined rounding account.",1 01-000-1140-0000-000 Accrual SGD 130 265.85,Header for Page 207 | Footer for Page 207,,,
207,"When the journal is saved in final status, the system automatically calculates the currency exchange gain or loss and records it as a balancing line in the user-defined rounding account.",2 01-000-1150-0000-000 Accrual SGD 50.00 102.50,Header for Page 207 | Footer for Page 207,,,
207,"When the journal is saved in final status, the system automatically calculates the currency exchange gain or loss and records it as a balancing line in the user-defined rounding account.",3 01-000-1160-0000-000 Accrual SGD 40.00 82.00,Header for Page 207 | Footer for Page 207,,,
207,"When the journal is saved in final status, the system automatically calculates the currency exchange gain or loss and records it as a balancing line in the user-defined rounding account.",4 01-000-1170-0000-000 Accrual SGD 10.00 20.50,Header for Page 207 | Footer for Page 207,,,
207,"When the journal is saved in final status, the system automatically calculates the currency exchange gain or loss and records it as a balancing line in the user-defined rounding account.",5 01-000-1130-0000-000 Accrual SGD 30.00 61.50,Header for Page 207 | Footer for Page 207,,,
207,,199,Header for Page 207 | Footer for Page 207,,,
208,,Oracle Fusion Cloud Financials Implementing Accounting Hub,Header for Page 208 | Footer for Page 208,,,"6 | 01-000-7826-0000-000 | Balance | SGD | 0.00 |  | 0.65
Total |  |  |  |  |  | 266.50
---
Account | Currency | Rate | Entered
Debit | Entered
Credit | Unrounded
Debit | Unrounded
Credit | Accounted
Debit | Accounted
Credit
01- E1 | EUR | 1.465 | 1170.85 |  | 1715.29525 |  | 1715.30 | 
01-E2 | EUR | 1.465 | 17.69 |  | 25.91585 |  | 25.92 | 
01-E3 | EUR | 1.465 | 54.88 |  | 80.3992 |  | 80.40 | 
01-E4 | EUR | 1.465 | 5599.14 |  | 8202.7401 |  | 8202.74 | 
01-E5 | EUR | 1.465 | 5599.14 |  | 8202.7401 |  | 8202.74 | 
01-E6 | EUR | 1.465004 |  | 12441.70 |  | 18227.14027 |  | 18227.14
01-suspense | EUR | 1 | 0 |  | 0.0497668 |  | 0.04 | 
 |  |  | 12441.7 | 12441.70 | 18227.14027 | 18227.14027 | 18227.14 | 18227.14
---
Account |  | Currency | Rate | Entered
Debit | Entered
Credit | Unrounde
Debit | dUnrounde
Credit | dAccounte
Debit | d Accounted Credit
01- E1 | EUR |  | 1.465 | 1170.85 |  | 1715.29525 |  | 1715.30 | 
01-E2 | EUR |  | 1.465 | 17.69 |  | 25.91585 |  | 25.92 | 
01-E3 | EUR |  | 1.465 | 54.88 |  | 80.3992 |  | 80.40 | 
01-E4 | EUR |  | 1.465 | 5599.14 |  | 8202.7401 |  | 8202.74 | 
01-E5 | EUR |  | 1.465 | 5599.14 |  | 8202.7401 |  | 8202.74 | 
01-E6 |  |  | 1.465004 |  | 12441.70 |  | 18227.1402 | 7 | 18227.14
01- rounding (level1) |  |  |  |  |  | 0.0497668 |  | 0.05 | 
01- rounding(level 2) |  |  |  |  |  |  |  |  | 0.01
 |  |  |  | 12441.7 | 12441.70 | 18227.1402 | 7 18227.1402 | 7 18227.15 | 18227.15"
208,,Chapter 7 Subledger Accounting,Header for Page 208 | Footer for Page 208,,,
208,,6 01-000-7826-0000-000 Balance SGD 0.00 0.65,Header for Page 208 | Footer for Page 208,,,
208,,Total 266.50 266.5,Header for Page 208 | Footer for Page 208,,,
208,,Let's take a look at some more examples:,Header for Page 208 | Footer for Page 208,,,
208,,Example 1 -Both unrounded and rounded accounted amounts are not balanced. Suspense enabled.,Header for Page 208 | Footer for Page 208,,,
208,Example 1 -Both unrounded and rounded accounted amounts are not balanced. Suspense enabled.,Account Currency Rate Entered Debit,Header for Page 208 | Footer for Page 208,,,
208,Example 1 -Both unrounded and rounded accounted amounts are not balanced. Suspense enabled.,Entered Credit,Header for Page 208 | Footer for Page 208,,,
208,Example 1 -Both unrounded and rounded accounted amounts are not balanced. Suspense enabled.,Unrounded Debit,Header for Page 208 | Footer for Page 208,,,
208,Example 1 -Both unrounded and rounded accounted amounts are not balanced. Suspense enabled.,Unrounded Credit,Header for Page 208 | Footer for Page 208,,,
208,Example 1 -Both unrounded and rounded accounted amounts are not balanced. Suspense enabled.,Accounted Debit,Header for Page 208 | Footer for Page 208,,,
208,Example 1 -Both unrounded and rounded accounted amounts are not balanced. Suspense enabled.,Accounted Credit,Header for Page 208 | Footer for Page 208,,,
208,Example 1 -Both unrounded and rounded accounted amounts are not balanced. Suspense enabled.,01- E1 EUR 1.465 1170.85 1715.29525 1715.30,Header for Page 208 | Footer for Page 208,,,
208,Example 1 -Both unrounded and rounded accounted amounts are not balanced. Suspense enabled.,01-E2 EUR 1.465 17.69 25.91585 25.92,Header for Page 208 | Footer for Page 208,,,
208,Example 1 -Both unrounded and rounded accounted amounts are not balanced. Suspense enabled.,01-E3 EUR 1.465 54.88 80.3992 80.40,Header for Page 208 | Footer for Page 208,,,
208,Example 1 -Both unrounded and rounded accounted amounts are not balanced. Suspense enabled.,01-E4 EUR 1.465 5599.14 8202.7401 8202.74,Header for Page 208 | Footer for Page 208,,,
208,Example 1 -Both unrounded and rounded accounted amounts are not balanced. Suspense enabled.,01-E5 EUR 1.465 5599.14 8202.7401 8202.74,Header for Page 208 | Footer for Page 208,,,
208,Example 1 -Both unrounded and rounded accounted amounts are not balanced. Suspense enabled.,01-E6 EUR 1.465004 12441.70 18227.14027 18227.14,Header for Page 208 | Footer for Page 208,,,
208,Example 1 -Both unrounded and rounded accounted amounts are not balanced. Suspense enabled.,01-suspense EUR 1 0 0.0497668 0.04,Header for Page 208 | Footer for Page 208,,,
208,Example 1 -Both unrounded and rounded accounted amounts are not balanced. Suspense enabled.,12441.7 12441.70 18227.14027 18227.14027 18227.14 18227.14,Header for Page 208 | Footer for Page 208,,,
208,,Example 1 - Both unrounded and rounded accounted amounts not balanced that infers currency gain or loss. Suspense not enabled- Single BSV,Header for Page 208 | Footer for Page 208,,,
208,Example 1 - Both unrounded and rounded accounted amounts not balanced that infers currency gain or loss. Suspense not enabled- Single BSV,Account Currency Rate Entered Debit,Header for Page 208 | Footer for Page 208,,,
208,Example 1 - Both unrounded and rounded accounted amounts not balanced that infers currency gain or loss. Suspense not enabled- Single BSV,Entered Credit,Header for Page 208 | Footer for Page 208,,,
208,Example 1 - Both unrounded and rounded accounted amounts not balanced that infers currency gain or loss. Suspense not enabled- Single BSV,Unrounded Debit,Header for Page 208 | Footer for Page 208,,,
208,Example 1 - Both unrounded and rounded accounted amounts not balanced that infers currency gain or loss. Suspense not enabled- Single BSV,Unrounded Credit,Header for Page 208 | Footer for Page 208,,,
208,Example 1 - Both unrounded and rounded accounted amounts not balanced that infers currency gain or loss. Suspense not enabled- Single BSV,Accounted Debit,Header for Page 208 | Footer for Page 208,,,
208,Example 1 - Both unrounded and rounded accounted amounts not balanced that infers currency gain or loss. Suspense not enabled- Single BSV,Accounted Credit,Header for Page 208 | Footer for Page 208,,,
208,Example 1 - Both unrounded and rounded accounted amounts not balanced that infers currency gain or loss. Suspense not enabled- Single BSV,01- E1 EUR 1.465 1170.85 1715.29525 1715.30,Header for Page 208 | Footer for Page 208,,,
208,Example 1 - Both unrounded and rounded accounted amounts not balanced that infers currency gain or loss. Suspense not enabled- Single BSV,01-E2 EUR 1.465 17.69 25.91585 25.92,Header for Page 208 | Footer for Page 208,,,
208,Example 1 - Both unrounded and rounded accounted amounts not balanced that infers currency gain or loss. Suspense not enabled- Single BSV,01-E3 EUR 1.465 54.88 80.3992 80.40,Header for Page 208 | Footer for Page 208,,,
208,Example 1 - Both unrounded and rounded accounted amounts not balanced that infers currency gain or loss. Suspense not enabled- Single BSV,01-E4 EUR 1.465 5599.14 8202.7401 8202.74,Header for Page 208 | Footer for Page 208,,,
208,Example 1 - Both unrounded and rounded accounted amounts not balanced that infers currency gain or loss. Suspense not enabled- Single BSV,01-E5 EUR 1.465 5599.14 8202.7401 8202.74,Header for Page 208 | Footer for Page 208,,,
208,Example 1 - Both unrounded and rounded accounted amounts not balanced that infers currency gain or loss. Suspense not enabled- Single BSV,01-E6 1.465004 12441.70 18227.14027 18227.14,Header for Page 208 | Footer for Page 208,,,
208,Example 1 - Both unrounded and rounded accounted amounts not balanced that infers currency gain or loss. Suspense not enabled- Single BSV,01- rounding (level1) 0.0497668 0.05,Header for Page 208 | Footer for Page 208,,,
208,Example 1 - Both unrounded and rounded accounted amounts not balanced that infers currency gain or loss. Suspense not enabled- Single BSV,01- rounding(level 2) 0.01,Header for Page 208 | Footer for Page 208,,,
208,Example 1 - Both unrounded and rounded accounted amounts not balanced that infers currency gain or loss. Suspense not enabled- Single BSV,12441.7 12441.70 18227.14027 18227.14027 18227.15 18227.15,Header for Page 208 | Footer for Page 208,,,
208,,200,Header for Page 208 | Footer for Page 208,,,
209,,Oracle Fusion Cloud Financials Implementing Accounting Hub,Header for Page 209 | Footer for Page 209,,,
209,,Chapter 7 Subledger Accounting,Header for Page 209 | Footer for Page 209,,,
209,,Subledger Journal Entry,Header for Page 209 | Footer for Page 209,,,
209,Subledger Journal Entry,Overview of Subledger Journal Entry,Header for Page 209 | Footer for Page 209,,,
209,Subledger Journal Entry|Overview of Subledger Journal Entry,You can create subledger journal entries by using one of two methods:,Header for Page 209 | Footer for Page 209,,,
209,Subledger Journal Entry|Overview of Subledger Journal Entry,Use the Create Accounting process to process accounting events using accounting rules.,Header for Page 209 | Footer for Page 209,,,
209,Subledger Journal Entry|Overview of Subledger Journal Entry,Create manual subledger journal entries.,Header for Page 209 | Footer for Page 209,,,
209,Subledger Journal Entry|Overview of Subledger Journal Entry,"Subledger journal entries are always created in a given subledger application context. When the subledger journal entry is complete, the appropriate sequence names and numbers are assigned. If applicable, corresponding secondary ledger and reporting currency journal entries are also created.",Header for Page 209 | Footer for Page 209,,,
209,Subledger Journal Entry|Overview of Subledger Journal Entry,"Manual journal entries can be entered for primary ledgers or for secondary ledgers. Manual journals for primary ledgers are automatically created only for associated reporting currencies, not secondary ledgers.",Header for Page 209 | Footer for Page 209,,,
209,Subledger Journal Entry|Overview of Subledger Journal Entry,Related Topics,Header for Page 209 | Footer for Page 209,,,
209,Subledger Journal Entry|Overview of Subledger Journal Entry,How You Create a Manual Subledger Journal Entry,Header for Page 209 | Footer for Page 209,,,
209,Subledger Journal Entry|Overview of Subledger Journal Entry,Guidelines for Reviewing a Subledger Journal Entry,Header for Page 209 | Footer for Page 209,,,
209,Subledger Journal Entry|Overview of Subledger Journal Entry,Guidelines for Validating a Third-Party Control Account,Header for Page 209 | Footer for Page 209,,,
209,Subledger Journal Entry,Guidelines for Reviewing a Subledger Journal Entry,Header for Page 209 | Footer for Page 209,,,
209,Subledger Journal Entry|Guidelines for Reviewing a Subledger Journal Entry,"Subledger journal entries can be reviewed whether they were created from processing accounting events, or manually entered.",Header for Page 209 | Footer for Page 209,,,
209,Subledger Journal Entry|Guidelines for Reviewing a Subledger Journal Entry,"You can search subledger journal entries directly, or search for journal entries with a specific status, unprocessed accounting events, or subledger journal entry lines.",Header for Page 209 | Footer for Page 209,,,
209,Subledger Journal Entry|Guidelines for Reviewing a Subledger Journal Entry,"Advanced search functionality, including the ability to use multiple search criteria is available.",Header for Page 209 | Footer for Page 209,,,
209,Subledger Journal Entry|Guidelines for Reviewing a Subledger Journal Entry,Review Subledger Journal Entries,Header for Page 209 | Footer for Page 209,,,
209,Subledger Journal Entry|Guidelines for Reviewing a Subledger Journal Entry|Review Subledger Journal Entries,"Perform an inquiry on unprocessed accounting events, subledger journal entries and subledger journal entry lines based on multiple selection criteria.",Header for Page 209 | Footer for Page 209,,,
209,Subledger Journal Entry|Guidelines for Reviewing a Subledger Journal Entry|Review Subledger Journal Entries,"Create, edit, duplicate, reverse or delete a manual subledger journal entry",Header for Page 209 | Footer for Page 209,,,
209,Subledger Journal Entry|Guidelines for Reviewing a Subledger Journal Entry|Review Subledger Journal Entries,View detailed information about the subledger journal entry,Header for Page 209 | Footer for Page 209,,,
209,Subledger Journal Entry|Guidelines for Reviewing a Subledger Journal Entry|Review Subledger Journal Entries,View a subledger journal entry in the T-Accounts format,Header for Page 209 | Footer for Page 209,,,
209,Subledger Journal Entry|Guidelines for Reviewing a Subledger Journal Entry|Review Subledger Journal Entries,View transactions underlying the accounting event or the subledger journal entry,Header for Page 209 | Footer for Page 209,,,
209,Subledger Journal Entry|Guidelines for Reviewing a Subledger Journal Entry|Review Subledger Journal Entries,View supporting references associated with the subledger journal entry and lines,Header for Page 209 | Footer for Page 209,,,
209,Subledger Journal Entry|Guidelines for Reviewing a Subledger Journal Entry|Review Subledger Journal Entries,View tagged subledger journal entries or create a tag on the subledger journal entry,Header for Page 209 | Footer for Page 209,,,
209,Subledger Journal Entry|Guidelines for Reviewing a Subledger Journal Entry|Review Subledger Journal Entries,201,Header for Page 209 | Footer for Page 209,,,
210,,Oracle Fusion Cloud Financials Implementing Accounting Hub,Header for Page 210 | Footer for Page 210,,,
210,,Chapter 7 Subledger Accounting,Header for Page 210 | Footer for Page 210,,,
210,,Perform subledger journal corrections by editing the account directly on a completed journal entry. Review the original entry together with the correction for easier reconciliation.,Header for Page 210 | Footer for Page 210,,,
210,,To correct the account on a subledger journal you must have the Override Subledger Journal Entry (XLA_OVERRIDE_SUBLEDGER_JOURNAL_ENTRY_PRIV) privilege.,Header for Page 210 | Footer for Page 210,,,
